reflectance
1
1
1
1
1
1
1
1691
1731
1725
1763
1822
1874
1710
1721
1741
1595
1662
1624
1598
1585
1523
1488
1526
1484
1503
1488
1437
1429
1439
1365
1436
1421
1296
1298
1244
1058
1206
1346
1281
858
1294
1302
1226
1193
1006
932
1031
1141
1143
1128
1115
1008
850
639
644
524
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1148
1066
336
402
640
1032
1217
1564
1810
1791
1819
1797
1782
1797
1630
1575
1528
1435
1225
886
330
126
276
301
527
896
994
1000
1025
1030
1157
1218
1258
1234
1090
961
1097
1138
1016
848
696
471
311
89
17
13
1
1
1
1
1
1
1
14
135
101
109
265
517
664
727
795
837
847
863
763
748
789
740
732
785
797
760
736
720
703
688
671
626
611
551
503
479
467
410
311
190
108
29
4
33
35
17
15
1
1
1
1
1
1
1
1
7
8
16
92
174
132
8
19
171
289
218
127
185
250
269
284
313
300
279
285
304
286
230
232
237
231
203
225
243
229
188
176
195
185
156
132
174
154
154
138
115
120
111
107
108
145
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
