reflectance
1
1
1
1
1
1
1
1747
1635
1639
1654
1690
1728
1566
1568
1559
1453
1433
1398
1373
1340
1279
1227
1243
1211
1208
1148
1125
1139
1127
1071
1110
1106
1009
998
937
790
885
971
911
636
934
929
875
847
718
669
728
797
810
810
758
734
572
478
441
377
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1003
835
254
243
520
827
907
1109
1266
1221
1355
1321
1294
1259
1033
999
1127
1016
840
622
266
126
138
165
340
565
657
633
621
632
707
759
784
739
731
651
714
729
658
552
453
313
207
52
4
1
1
1
1
6
5
10
1
1
46
25
78
170
336
414
456
512
538
542
556
511
496
515
494
511
523
496
488
492
446
425
454
437
412
397
367
339
306
299
264
196
139
80
31
7
5
4
16
12
1
1
1
1
1
1
1
1
1
1
2
37
91
68
1
11
95
156
139
89
96
133
162
167
172
173
166
143
196
172
132
121
137
142
129
140
147
143
127
111
118
114
112
100
97
84
92
89
65
65
59
58
16
12
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
