reflectance
1
1
1
1
1
1
1
1679
1720
1730
1778
1783
1827
1682
1681
1686
1546
1565
1502
1462
1465
1391
1329
1329
1306
1323
1255
1212
1223
1218
1147
1199
1191
1081
1066
1008
870
976
1086
1021
695
1059
1044
962
938
788
753
820
913
910
880
874
821
624
525
427
502
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
977
736
296
300
570
824
1000
1271
1524
1520
1660
1633
1377
1348
1394
1372
1191
1130
987
742
278
114
201
220
428
690
761
781
771
743
879
950
967
940
864
756
843
850
752
627
496
325
230
48
27
27
1
1
1
1
1
1
1
28
63
39
35
152
371
478
556
614
656
658
653
593
549
562
566
563
586
586
529
525
532
530
532
509
452
430
419
383
372
368
299
241
163
100
17
2
44
54
4
3
16
22
1
1
1
1
1
1
1
1
1
53
109
86
1
9
106
185
168
103
106
145
184
194
212
203
190
205
192
167
163
166
160
156
139
156
165
162
138
127
131
125
125
111
131
112
118
99
46
43
97
98
104
123
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
