PRCDDA,Province,Dissemination area (DA) Population,Ethno-cultural composition Quintiles,Ethno-cultural composition Scores,Situational vulnerability Quintiles,Situational vulnerability Scores,Economic dependency Quintiles,Economic dependency Scores,Residential instability Quintiles,Residential instability Scores
59150920,British Columbia,536,5,1.144,2,-0.419,4,0.285,2,-0.537
59150922,British Columbia,480,4,0.313,2,-0.474,3,-0.051,2,-0.597
59150923,British Columbia,679,5,1.195,4,-0.009,4,0.425,4,0.063
59150924,British Columbia,489,4,0.521,3,-0.315,4,0.080,5,1.368
59150925,British Columbia,540,4,0.670,3,-0.296,4,0.309,5,1.184
59150926,British Columbia,723,4,0.645,2,-0.476,2,-0.478,5,1.157
59150927,British Columbia,710,4,0.571,3,-0.202,3,-0.153,4,0.331
59150928,British Columbia,385,4,0.178,1,-0.657,4,0.342,2,-0.504
59150929,British Columbia,425,4,0.687,2,-0.475,3,-0.167,2,-0.493
59150930,British Columbia,428,4,0.685,3,-0.362,4,0.258,2,-0.582
59150931,British Columbia,436,4,-0.072,2,-0.420,4,0.287,2,-0.692
59150932,British Columbia,445,4,0.365,2,-0.408,5,1.087,2,-0.631
59150933,British Columbia,431,4,0.126,1,-0.699,5,0.709,1,-0.949
59150934,British Columbia,373,5,0.964,3,-0.132,4,0.340,2,-0.580
59150935,British Columbia,366,4,0.083,1,-0.718,5,0.919,2,-0.528
59150936,British Columbia,572,4,0.747,3,-0.296,5,0.903,4,-0.048
59150937,British Columbia,526,5,2.056,5,0.733,4,0.232,5,2.053
59150938,British Columbia,340,5,1.601,5,0.459,4,0.153,5,1.610
59150939,British Columbia,1222,5,1.661,5,0.600,3,-0.076,5,2.500
59150940,British Columbia,512,5,1.211,5,0.608,3,-0.070,5,2.435
59150942,British Columbia,270,5,1.266,3,-0.115,2,-0.699,5,2.791
59150945,British Columbia,371,4,0.573,1,-0.921,5,2.012,4,-0.061
59150946,British Columbia,189,4,0.718,4,-0.032,1,-1.296,5,3.405
59150947,British Columbia,1211,5,1.633,4,0.202,4,0.538,5,1.507
59150948,British Columbia,874,5,1.899,4,0.147,5,0.897,4,0.287
59150952,British Columbia,671,1,-0.795,5,2.367,3,-0.101,4,0.154
59150953,British Columbia,576,4,0.296,2,-0.422,4,0.353,2,-0.674
59150954,British Columbia,443,3,-0.179,2,-0.543,4,0.069,1,-0.834
59150955,British Columbia,498,5,1.271,3,-0.289,5,1.361,1,-0.811
59150956,British Columbia,586,4,0.895,3,-0.281,5,0.873,3,-0.137
59150957,British Columbia,387,5,1.295,2,-0.498,4,0.402,2,-0.485
59150958,British Columbia,277,4,0.092,1,-0.933,3,-0.042,1,-0.782
59150959,British Columbia,512,4,0.684,1,-0.712,3,-0.081,1,-0.854
59150960,British Columbia,406,4,0.482,3,-0.293,4,0.052,3,-0.427
59150961,British Columbia,519,4,0.403,3,-0.321,4,0.298,1,-0.897
59150962,British Columbia,538,4,0.269,3,-0.299,2,-0.444,3,-0.355
59150963,British Columbia,474,4,0.818,2,-0.451,4,0.089,2,-0.507
59150964,British Columbia,646,5,1.199,4,0.022,5,1.661,5,1.380
59150965,British Columbia,451,4,0.848,4,-0.078,4,0.066,1,-0.748
59150966,British Columbia,435,5,2.594,5,0.383,3,0.039,3,-0.458
59150967,British Columbia,581,4,0.346,3,-0.271,2,-0.730,3,-0.394
59150968,British Columbia,557,5,1.789,5,0.294,5,0.648,3,-0.425
59150969,British Columbia,594,5,1.094,2,-0.400,3,-0.088,2,-0.539
59150970,British Columbia,482,4,0.694,3,-0.233,3,-0.037,2,-0.585
59150971,British Columbia,495,5,1.444,4,-0.101,5,0.861,2,-0.737
59150972,British Columbia,590,4,0.716,3,-0.225,4,0.443,4,0.287
59150973,British Columbia,614,3,-0.274,1,-0.877,2,-0.386,2,-0.501
59150974,British Columbia,390,4,0.262,3,-0.223,4,0.161,4,0.524
59150975,British Columbia,712,4,-0.062,1,-0.694,2,-0.617,5,0.736
59150976,British Columbia,634,5,1.040,4,-0.084,4,0.352,3,-0.369
59150977,British Columbia,790,4,0.313,2,-0.430,2,-0.659,5,0.821
59150978,British Columbia,415,4,0.088,1,-0.864,4,0.222,1,-0.892
59150979,British Columbia,463,5,2.092,1,-0.634,4,0.248,3,-0.232
59150980,British Columbia,500,5,1.565,3,-0.167,4,0.385,2,-0.598
59150981,British Columbia,387,4,0.795,2,-0.511,3,-0.347,2,-0.657
59150982,British Columbia,479,5,1.403,3,-0.362,2,-0.371,4,0.014
59150983,British Columbia,496,4,0.381,1,-0.641,4,0.349,2,-0.735
59150984,British Columbia,452,5,1.129,2,-0.575,5,0.663,1,-0.857
59150985,British Columbia,663,5,1.553,3,-0.322,4,0.387,2,-0.516
59150986,British Columbia,517,5,1.786,3,-0.208,4,0.245,2,-0.731
59150987,British Columbia,931,4,0.772,4,-0.031,4,0.446,4,0.456
59150992,British Columbia,565,5,2.071,2,-0.391,2,-0.429,1,-1.052
59150993,British Columbia,832,5,1.698,3,-0.194,4,0.167,3,-0.298
59150994,British Columbia,418,5,1.816,3,-0.169,5,0.736,1,-1.366
59150995,British Columbia,1740,5,2.491,3,-0.276,3,-0.349,5,1.595
59150996,British Columbia,1316,5,2.167,4,0.042,3,-0.044,1,-1.060
59150997,British Columbia,334,5,2.739,3,-0.114,5,0.966,1,-1.264
59150998,British Columbia,881,5,1.906,2,-0.377,3,-0.026,1,-1.073
59151002,British Columbia,512,5,1.774,4,-0.070,3,-0.230,5,1.430
59151008,British Columbia,654,5,1.548,5,0.534,3,-0.165,5,0.895
59151013,British Columbia,1175,5,3.378,5,0.597,3,-0.286,5,1.355
59151014,British Columbia,474,5,3.749,4,0.144,2,-0.417,4,-0.067
59151015,British Columbia,435,5,3.113,5,0.280,4,0.315,2,-0.495
59151016,British Columbia,843,5,2.670,4,0.037,3,0.010,1,-0.921
59151017,British Columbia,500,5,2.757,5,0.365,4,0.126,1,-0.765
59151018,British Columbia,498,5,2.529,4,0.095,5,0.988,1,-0.870
59151019,British Columbia,460,5,2.611,4,0.122,5,0.913,2,-0.488
59151020,British Columbia,638,5,1.146,5,0.389,4,0.158,1,-0.895
59151022,British Columbia,640,5,1.843,3,-0.196,4,0.307,3,-0.201
59151023,British Columbia,636,5,2.684,4,0.215,5,0.759,1,-0.774
59151024,British Columbia,536,5,1.978,4,-0.069,5,0.642,1,-1.002
59151025,British Columbia,730,5,2.111,2,-0.513,5,0.901,2,-0.524
59151026,British Columbia,1123,5,1.428,2,-0.425,4,0.114,1,-0.878
59151027,British Columbia,439,5,1.482,1,-0.682,4,0.132,1,-1.008
59151028,British Columbia,434,5,1.746,2,-0.431,5,0.762,1,-0.772
59151029,British Columbia,388,5,2.152,4,0.053,3,0.021,2,-0.529
59151030,British Columbia,1528,5,1.839,3,-0.172,4,0.362,2,-0.669
59151031,British Columbia,276,5,2.360,1,-0.691,3,-0.267,1,-0.899
59151032,British Columbia,412,5,2.363,2,-0.530,4,0.272,1,-1.102
59151033,British Columbia,380,5,1.047,3,-0.213,4,0.110,1,-1.038
59151034,British Columbia,556,5,1.573,2,-0.375,4,0.536,1,-1.051
59151035,British Columbia,221,4,0.247,1,-1.005,4,0.052,1,-1.405
59151036,British Columbia,369,4,0.847,1,-0.699,3,-0.131,1,-1.167
59151037,British Columbia,529,5,0.966,1,-0.765,1,-0.837,1,-0.878
59151038,British Columbia,475,5,2.743,3,-0.310,5,0.752,2,-0.733
59151039,British Columbia,1044,5,2.190,3,-0.339,4,0.203,1,-0.860
59151040,British Columbia,610,5,1.689,3,-0.342,4,0.048,2,-0.640
59151041,British Columbia,760,4,0.565,3,-0.148,3,-0.275,4,0.008
59151042,British Columbia,1182,5,1.521,4,-0.111,2,-0.661,4,0.367
59151043,British Columbia,552,5,1.479,4,0.244,4,0.255,4,0.285
59151044,British Columbia,306,5,2.830,3,-0.270,5,1.176,1,-0.882
59151045,British Columbia,928,5,3.051,4,0.174,4,0.099,2,-0.502
59151046,British Columbia,285,5,1.875,2,-0.613,4,0.315,2,-0.646
59151048,British Columbia,557,5,2.251,4,-0.075,5,1.023,1,-1.125
59151049,British Columbia,727,5,2.031,5,0.292,5,0.779,4,0.107
59151050,British Columbia,1574,5,2.013,4,0.048,3,-0.067,4,-0.051
59151051,British Columbia,745,5,1.189,4,0.024,4,0.424,4,0.372
59151053,British Columbia,711,5,2.680,2,-0.389,3,-0.038,2,-0.668
59151057,British Columbia,1434,5,1.620,3,-0.238,3,-0.039,5,1.117
59151058,British Columbia,1640,5,2.786,3,-0.183,3,-0.007,5,1.970
59151059,British Columbia,452,5,3.223,4,0.187,2,-0.391,4,0.112
59151061,British Columbia,556,5,1.679,3,-0.135,4,0.310,4,-0.069
59151062,British Columbia,403,5,1.967,3,-0.151,4,0.418,3,-0.336
59151063,British Columbia,561,5,2.330,4,0.107,4,0.132,3,-0.414
59151064,British Columbia,549,5,2.977,4,-0.090,5,0.895,3,-0.264
59151065,British Columbia,1200,5,2.041,3,-0.354,4,0.092,1,-0.832
59151066,British Columbia,430,5,2.896,4,-0.017,3,-0.268,3,-0.316
59151067,British Columbia,457,5,1.563,3,-0.235,4,0.086,1,-1.252
59151068,British Columbia,367,5,2.355,5,0.289,4,0.381,3,-0.315
59151072,British Columbia,408,5,1.280,4,-0.042,5,2.955,2,-0.511
59151073,British Columbia,564,5,2.131,3,-0.135,4,0.437,1,-0.829
59151074,British Columbia,1508,5,1.256,4,-0.058,3,-0.053,2,-0.502
59151075,British Columbia,319,4,-0.114,1,-0.926,4,0.056,1,-0.851
59151076,British Columbia,462,5,1.495,2,-0.493,4,0.236,3,-0.425
59151077,British Columbia,438,5,1.501,4,0.225,5,0.659,3,-0.403
59151078,British Columbia,481,5,3.389,5,0.337,5,0.641,4,0.043
59151079,British Columbia,453,5,1.719,3,-0.113,2,-0.531,5,0.910
59151080,British Columbia,1244,4,0.635,4,-0.006,5,0.946,4,0.178
59151081,British Columbia,439,5,1.615,3,-0.265,5,1.894,5,0.982
59151082,British Columbia,406,5,2.043,2,-0.531,2,-0.474,3,-0.189
59151083,British Columbia,533,5,3.780,5,0.460,1,-0.882,5,2.175
59151084,British Columbia,468,5,1.613,3,-0.357,4,0.071,1,-0.880
59151085,British Columbia,710,5,1.329,2,-0.416,3,-0.136,1,-0.807
59151086,British Columbia,268,5,1.297,1,-0.691,3,-0.111,1,-1.218
59151087,British Columbia,482,5,1.113,2,-0.408,4,0.132,2,-0.642
59151088,British Columbia,505,5,1.538,1,-0.659,4,0.137,1,-0.778
59151089,British Columbia,385,4,0.647,2,-0.497,2,-0.503,2,-0.705
59151090,British Columbia,538,4,0.639,1,-0.699,3,-0.161,1,-0.960
59151091,British Columbia,890,4,0.329,2,-0.441,3,-0.120,4,-0.096
59151092,British Columbia,479,4,0.765,3,-0.228,2,-0.484,2,-0.515
59151093,British Columbia,737,4,0.193,1,-0.619,4,0.109,1,-0.915
59151094,British Columbia,422,3,-0.465,1,-0.804,2,-0.636,3,-0.383
59151095,British Columbia,544,5,0.990,2,-0.426,5,1.011,2,-0.731
59151097,British Columbia,593,3,-0.236,1,-0.663,3,-0.164,1,-0.754
59151098,British Columbia,537,4,0.220,1,-0.783,1,-0.816,4,0.088
59151099,British Columbia,487,5,1.277,3,-0.196,4,0.197,2,-0.546
59151100,British Columbia,428,5,1.637,4,0.081,4,0.332,4,0.122
59151101,British Columbia,542,5,1.087,3,-0.221,1,-0.952,4,0.182
59151102,British Columbia,1277,4,0.318,2,-0.383,2,-0.658,2,-0.508
59151103,British Columbia,423,5,0.956,1,-0.793,3,-0.184,1,-0.807
59151104,British Columbia,478,5,1.222,2,-0.566,3,-0.052,1,-1.122
59151105,British Columbia,720,4,0.635,3,-0.206,3,-0.242,1,-0.822
59151106,British Columbia,499,4,0.371,1,-0.874,3,-0.014,1,-1.234
59151107,British Columbia,919,4,0.877,1,-0.932,3,-0.127,1,-1.056
59151108,British Columbia,744,4,0.527,2,-0.603,2,-0.490,1,-1.007
59151112,British Columbia,433,5,1.317,1,-0.650,4,0.495,1,-1.074
59151113,British Columbia,694,3,-0.139,2,-0.532,3,-0.060,4,0.261
59151116,British Columbia,760,4,0.315,1,-0.705,3,-0.043,1,-1.056
59151117,British Columbia,611,4,0.428,1,-0.839,4,0.156,1,-0.897
59151118,British Columbia,669,4,0.555,1,-0.749,4,0.513,1,-0.897
59151121,British Columbia,464,5,1.150,1,-0.719,2,-0.524,2,-0.679
59151122,British Columbia,680,5,1.081,3,-0.346,5,0.982,4,0.011
59151123,British Columbia,600,5,2.372,3,-0.246,4,0.312,1,-1.034
59151124,British Columbia,653,5,1.548,3,-0.207,5,0.721,4,0.035
59151125,British Columbia,402,5,3.269,4,0.205,4,0.467,2,-0.586
59151126,British Columbia,396,5,2.811,5,0.603,5,1.229,2,-0.636
59151127,British Columbia,502,5,3.308,4,0.147,5,1.081,3,-0.290
59151128,British Columbia,280,5,2.872,5,0.768,5,0.726,2,-0.490
59151129,British Columbia,838,5,1.605,4,0.149,1,-0.764,5,0.708
59151130,British Columbia,426,5,2.856,4,0.088,4,0.466,2,-0.531
59151131,British Columbia,549,5,2.149,2,-0.412,4,0.483,1,-0.998
59151132,British Columbia,540,5,2.528,4,-0.060,4,0.518,2,-0.722
59151133,British Columbia,928,5,2.868,4,0.088,5,0.587,3,-0.433
59151134,British Columbia,701,5,2.214,4,0.253,4,0.253,3,-0.239
59151135,British Columbia,1714,5,2.136,4,0.029,4,0.071,5,0.708
59151136,British Columbia,737,5,3.124,5,0.580,3,0.020,3,-0.304
59151137,British Columbia,1061,5,2.249,4,-0.004,3,-0.259,2,-0.587
59151138,British Columbia,1088,5,2.670,5,0.294,3,-0.114,5,1.954
59151139,British Columbia,822,5,2.334,5,0.468,4,0.182,5,2.472
59151141,British Columbia,2054,5,2.136,4,-0.074,2,-0.421,5,1.432
59151142,British Columbia,547,5,2.197,5,0.669,5,0.695,2,-0.654
59151143,British Columbia,1022,5,2.797,4,-0.080,2,-0.610,5,1.292
59151145,British Columbia,602,5,1.729,4,-0.040,2,-0.601,5,1.359
59151146,British Columbia,1584,5,2.113,4,0.200,3,-0.051,5,0.833
59151147,British Columbia,1002,5,2.203,5,0.268,2,-0.367,4,-0.054
59151148,British Columbia,1231,5,1.489,3,-0.357,5,1.798,5,0.969
59151149,British Columbia,1504,5,2.027,4,0.049,3,-0.103,4,0.294
59151150,British Columbia,490,5,2.121,3,-0.332,3,-0.181,3,-0.445
59151151,British Columbia,682,5,1.917,3,-0.251,3,-0.101,3,-0.356
59151152,British Columbia,704,5,1.800,3,-0.286,5,0.627,1,-1.027
59151153,British Columbia,729,5,1.981,4,0.055,4,0.407,1,-1.411
59151154,British Columbia,296,4,0.515,5,0.474,4,0.439,1,-0.819
59151155,British Columbia,833,5,1.191,2,-0.616,2,-0.651,3,-0.159
59151156,British Columbia,497,5,1.658,3,-0.215,3,-0.313,1,-0.776
59151157,British Columbia,539,5,2.261,3,-0.329,3,-0.201,4,0.042
59151158,British Columbia,429,5,2.599,4,0.216,4,0.093,3,-0.245
59151159,British Columbia,452,5,1.518,3,-0.288,2,-0.577,4,-0.092
59151160,British Columbia,940,5,1.687,3,-0.324,3,-0.342,3,-0.431
59151161,British Columbia,489,4,0.814,3,-0.168,4,0.052,2,-0.596
59151162,British Columbia,459,5,1.849,2,-0.509,3,-0.034,3,-0.163
59151163,British Columbia,652,5,1.095,2,-0.418,2,-0.643,1,-0.919
59151164,British Columbia,880,5,1.247,4,0.072,3,-0.234,4,0.031
59151165,British Columbia,357,5,1.335,3,-0.250,2,-0.498,1,-0.884
59151166,British Columbia,272,4,0.674,1,-0.914,5,0.724,1,-1.085
59151167,British Columbia,774,5,1.740,2,-0.608,3,0.037,2,-0.700
59151168,British Columbia,531,5,1.135,4,0.009,2,-0.564,2,-0.608
59151169,British Columbia,828,5,1.226,3,-0.298,2,-0.651,3,-0.138
59151170,British Columbia,575,5,1.901,4,0.068,2,-0.357,4,-0.041
59151171,British Columbia,323,5,1.725,2,-0.541,2,-0.556,3,-0.316
59151172,British Columbia,496,5,1.251,3,-0.254,3,-0.239,4,-0.121
59151173,British Columbia,1361,5,0.922,2,-0.401,2,-0.516,3,-0.192
59151174,British Columbia,708,5,1.617,2,-0.459,3,-0.099,3,-0.379
59151175,British Columbia,485,4,0.602,4,-0.032,3,-0.187,1,-0.888
59151176,British Columbia,268,4,0.700,1,-0.886,1,-1.315,1,-0.795
59151177,British Columbia,674,5,1.558,3,-0.130,3,-0.066,2,-0.706
59151178,British Columbia,676,5,1.958,4,-0.024,2,-0.694,4,0.161
59151179,British Columbia,671,5,1.708,2,-0.385,3,0.023,1,-1.148
59151180,British Columbia,487,5,1.513,2,-0.415,3,-0.061,1,-1.229
59151182,British Columbia,668,5,1.331,2,-0.390,4,0.322,2,-0.543
59151195,British Columbia,1108,5,1.450,2,-0.407,3,-0.080,1,-0.886
59151196,British Columbia,480,5,1.306,3,-0.169,2,-0.521,1,-0.779
59151197,British Columbia,1402,5,1.643,2,-0.585,1,-0.839,4,0.246
59151198,British Columbia,541,5,2.261,4,0.125,1,-1.157,5,2.028
59151199,British Columbia,596,5,1.742,2,-0.382,2,-0.646,4,-0.037
59151200,British Columbia,444,5,2.674,5,0.291,2,-0.430,4,0.668
59151201,British Columbia,469,5,1.760,2,-0.443,2,-0.683,4,0.085
59151202,British Columbia,428,5,1.705,4,0.071,2,-0.543,4,0.261
59151203,British Columbia,461,5,1.361,2,-0.561,1,-0.889,4,0.256
59151204,British Columbia,554,5,2.367,5,0.599,2,-0.408,4,0.309
59151205,British Columbia,246,5,2.693,4,-0.083,1,-1.178,4,0.481
59151206,British Columbia,778,5,1.816,4,0.234,2,-0.590,3,-0.412
59151207,British Columbia,565,5,1.642,3,-0.154,1,-1.113,4,-0.117
59151208,British Columbia,739,5,1.682,2,-0.439,3,-0.335,4,0.112
59151209,British Columbia,681,5,2.467,3,-0.197,2,-0.469,4,-0.008
59151211,British Columbia,628,5,1.741,4,-0.015,3,0.000,1,-0.779
59151213,British Columbia,617,5,1.303,3,-0.236,4,0.282,2,-0.723
59151214,British Columbia,358,4,0.570,3,-0.132,4,0.537,5,1.466
59151215,British Columbia,584,4,0.690,4,-0.074,2,-0.717,4,0.067
59151216,British Columbia,634,4,0.228,3,-0.336,3,-0.307,5,1.291
59151217,British Columbia,391,3,-0.263,3,-0.351,2,-0.485,3,-0.456
59151219,British Columbia,376,4,0.681,2,-0.570,5,0.710,1,-0.925
59151220,British Columbia,444,5,2.010,3,-0.281,5,0.696,1,-0.826
59151221,British Columbia,696,5,1.228,5,1.582,3,0.012,5,1.389
59151222,British Columbia,566,5,1.939,3,-0.161,2,-0.641,4,-0.037
59151223,British Columbia,657,5,2.331,3,-0.263,4,0.269,3,-0.466
59151224,British Columbia,548,5,1.286,3,-0.157,4,0.202,3,-0.377
59151225,British Columbia,662,5,2.853,4,-0.092,2,-0.629,3,-0.191
59151226,British Columbia,731,5,2.302,4,0.037,5,0.962,1,-0.953
59151227,British Columbia,562,5,1.795,4,0.119,4,0.190,3,-0.378
59151228,British Columbia,604,5,1.401,4,-0.071,5,0.673,2,-0.582
59151229,British Columbia,917,5,1.571,3,-0.269,3,-0.211,1,-0.822
59151230,British Columbia,358,4,0.380,5,0.318,3,-0.348,3,-0.395
59151231,British Columbia,306,4,0.654,1,-0.740,4,0.051,3,-0.412
59151232,British Columbia,644,4,0.056,3,-0.287,3,-0.137,2,-0.670
59151234,British Columbia,315,4,0.209,4,-0.066,4,0.416,4,0.439
59151236,British Columbia,1198,4,0.507,4,0.062,1,-0.964,4,0.256
59151237,British Columbia,604,4,0.325,2,-0.554,4,0.052,2,-0.702
59151238,British Columbia,541,4,0.548,1,-0.781,1,-0.799,1,-0.770
59151239,British Columbia,530,5,1.229,2,-0.485,4,0.453,2,-0.698
59151240,British Columbia,588,5,1.244,2,-0.520,4,0.452,1,-1.130
59151241,British Columbia,720,5,1.621,4,-0.084,4,0.495,2,-0.567
59151242,British Columbia,556,4,0.581,3,-0.289,3,-0.123,2,-0.542
59151243,British Columbia,522,5,1.242,2,-0.557,1,-1.083,3,-0.248
59151244,British Columbia,716,5,1.411,3,-0.269,1,-1.069,4,0.483
59151252,British Columbia,1820,5,1.786,2,-0.529,2,-0.667,5,0.854
59151253,British Columbia,716,5,1.484,3,-0.340,1,-0.942,5,1.030
59151254,British Columbia,1507,5,1.880,4,0.209,1,-1.047,5,0.971
59151255,British Columbia,869,5,1.902,2,-0.425,1,-0.796,4,0.079
59151256,British Columbia,550,5,1.840,3,-0.316,2,-0.468,2,-0.746
59151257,British Columbia,718,5,1.388,4,-0.022,1,-0.957,5,1.167
59151258,British Columbia,851,5,1.270,3,-0.331,1,-1.421,4,0.542
59151259,British Columbia,891,5,2.344,5,0.946,3,-0.223,5,1.551
59151260,British Columbia,542,5,1.377,2,-0.410,1,-1.111,3,-0.166
59151261,British Columbia,590,5,2.057,3,-0.131,2,-0.391,4,0.259
59151262,British Columbia,710,5,1.413,3,-0.155,1,-0.792,3,-0.343
59151263,British Columbia,591,5,1.448,2,-0.448,3,-0.026,3,-0.402
59151264,British Columbia,543,5,1.690,3,-0.311,1,-1.195,4,0.038
59151265,British Columbia,529,5,1.691,4,-0.036,2,-0.611,4,0.020
59151266,British Columbia,536,5,1.215,3,-0.235,2,-0.527,3,-0.143
59151267,British Columbia,879,5,1.357,2,-0.548,1,-0.772,3,-0.219
59151268,British Columbia,550,5,1.129,4,0.104,2,-0.720,4,0.285
59151269,British Columbia,574,5,1.392,3,-0.297,4,0.194,3,-0.217
59151270,British Columbia,579,4,0.721,3,-0.188,4,0.336,3,-0.252
59151271,British Columbia,693,5,1.740,3,-0.128,2,-0.443,3,-0.205
59151272,British Columbia,663,5,1.689,5,0.877,5,4.063,5,3.053
59151273,British Columbia,553,5,1.508,3,-0.295,3,-0.324,3,-0.344
59151274,British Columbia,402,5,1.280,3,-0.343,3,0.043,1,-1.019
59151275,British Columbia,676,5,1.530,2,-0.612,3,-0.157,2,-0.532
59151276,British Columbia,635,5,1.711,4,0.154,2,-0.366,3,-0.331
59151277,British Columbia,391,4,0.890,4,-0.087,2,-0.408,1,-0.958
59151278,British Columbia,542,5,1.386,4,-0.020,4,0.371,3,-0.185
59151279,British Columbia,603,5,2.475,4,0.063,3,-0.154,3,-0.450
59151280,British Columbia,427,5,1.394,2,-0.401,4,0.165,3,-0.483
59151281,British Columbia,555,5,1.196,3,-0.325,2,-0.404,2,-0.733
59151282,British Columbia,729,5,1.330,4,0.077,2,-0.524,3,-0.231
59151283,British Columbia,692,5,1.377,4,0.019,4,0.200,4,-0.018
59151284,British Columbia,678,5,1.307,3,-0.280,3,-0.038,2,-0.599
59151286,British Columbia,830,5,2.071,4,0.027,4,0.082,3,-0.172
59151288,British Columbia,582,5,1.595,4,0.061,5,0.828,3,-0.254
59151289,British Columbia,511,5,2.180,4,0.005,1,-0.798,5,1.655
59151290,British Columbia,831,5,1.812,3,-0.293,5,1.347,5,1.399
59151291,British Columbia,574,5,1.435,4,0.208,5,0.818,3,-0.428
59151292,British Columbia,949,5,2.411,5,0.295,3,-0.056,5,1.290
59151293,British Columbia,688,5,1.440,4,0.173,4,0.199,5,1.722
59151294,British Columbia,371,5,1.546,3,-0.251,3,-0.248,5,3.072
59151297,British Columbia,295,5,2.141,4,-0.088,5,1.645,4,0.504
59151298,British Columbia,1283,5,1.548,4,0.082,3,-0.084,5,1.641
59151299,British Columbia,941,5,2.135,4,0.153,1,-0.787,5,2.208
59151300,British Columbia,433,5,2.745,3,-0.151,1,-1.704,5,2.587
59151302,British Columbia,1759,5,2.537,5,0.517,5,0.732,5,1.519
59151304,British Columbia,853,5,2.684,5,0.508,1,-1.290,5,2.759
59151305,British Columbia,982,5,2.273,4,0.222,1,-0.908,5,2.421
59151307,British Columbia,944,5,1.947,4,0.158,2,-0.396,5,2.490
59151308,British Columbia,282,5,1.422,4,0.196,1,-0.854,5,2.657
59151309,British Columbia,468,5,2.631,3,-0.339,1,-0.913,5,2.980
59151310,British Columbia,669,4,0.889,4,0.154,5,1.225,5,1.057
59151311,British Columbia,816,5,1.530,2,-0.414,4,0.099,5,1.602
59151312,British Columbia,397,5,1.760,3,-0.303,5,1.121,5,1.191
59151313,British Columbia,1183,5,1.984,3,-0.202,5,1.096,5,1.359
59151314,British Columbia,688,5,2.349,5,0.705,2,-0.695,5,2.856
59151315,British Columbia,680,5,1.361,3,-0.228,3,-0.294,4,0.696
59151316,British Columbia,860,5,2.161,4,-0.074,1,-0.812,4,0.169
59151317,British Columbia,444,4,0.594,1,-0.692,3,-0.247,3,-0.323
59151318,British Columbia,435,5,1.246,3,-0.168,5,0.736,4,0.364
59151319,British Columbia,640,5,2.181,4,-0.016,4,0.342,2,-0.494
59151320,British Columbia,630,5,1.915,4,0.168,4,0.355,3,-0.341
59151321,British Columbia,558,5,2.385,4,-0.061,4,0.502,3,-0.413
59151322,British Columbia,903,5,2.712,5,0.310,4,0.236,4,0.021
59151323,British Columbia,505,5,2.301,4,-0.049,2,-0.451,5,1.414
59151324,British Columbia,439,5,2.099,4,0.018,1,-1.077,5,1.905
59151325,British Columbia,260,5,1.341,5,1.358,3,-0.104,5,3.065
59151326,British Columbia,464,5,1.592,3,-0.259,3,-0.065,5,1.941
59151327,British Columbia,396,5,1.810,4,0.134,3,0.022,5,1.930
59151328,British Columbia,805,5,1.961,4,0.004,1,-0.997,5,2.801
59151329,British Columbia,1151,5,2.476,4,0.163,4,0.249,5,2.568
59151332,British Columbia,717,5,1.541,3,-0.188,3,-0.204,3,-0.185
59151336,British Columbia,1229,5,1.780,5,0.828,2,-0.622,5,2.221
59151338,British Columbia,2553,5,2.407,4,0.014,3,-0.146,5,1.421
59151339,British Columbia,457,5,2.331,4,0.216,2,-0.663,5,3.342
